game_id,pitcher_id,pitcher_name,vendor,line_value,market_mean,mainline_distance,best_side,best_ev,decision_score,conservative_score,gate_conf_dist,vendor_count,top_quote_count,exact_book_count,model_over_prob,market_over_prob,model_under_prob,market_under_prob,selected_market_prob,over_odds,under_odds,passes_strict_ev_gate,action_tier
5057987,51,Jack Leiter,betmgm,5.5,5.5,0.0,under,0.7770694596905902,0.8897008409282854,1.9397008409282854,0.4505255249507808,7,10,7,0.0494744750492192,0.5,0.9505255249507808,0.5,0.5,-115.0,-115.0,True,BET
5057986,1516,German Marquez,betonlineag,4.5,4.5,0.0,over,0.530623216978706,0.5734547100684764,1.6234547100684766,0.1713259723590815,7,10,7,0.6713259723590815,0.4121896998888477,0.3286740276409184,0.5878103001111522,0.4121896998888477,128.0,-167.0,True,BET
5057986,979,Ryan Feltner,draftkings,3.5,3.5,0.0,over,0.3414925933177145,0.3858394305929705,1.5858394305929706,0.1773873491010241,8,10,8,0.6773873491010242,0.4761410788381742,0.3226126508989758,0.5238589211618258,0.4761410788381742,-102.0,-125.0,True,BET
5057988,1545,Lance McCullers Jr.,betonlineag,5.5,5.5,0.0,over,0.3827774151076438,0.41635280674842867,1.366352806748429,0.1343015665631394,7,10,6,0.6343015665631394,0.4307128806891405,0.3656984334368606,0.5692871193108593,0.4307128806891405,118.0,-154.0,True,BET
5057988,369,Luis Castillo,fanduel,5.5,5.5,0.0,over,0.2386439886964562,0.2715103794126712,1.0715103794126712,0.13146556286486,8,11,4,0.63146556286486,0.4759152215799614,0.36853443713514,0.5240847784200385,0.4759152215799614,-104.0,-128.0,True,BET
